N,L,K,off_pct,metric,heuristic,win_share,win_fraction
1000,1,500,50,u_bf,Frame-BF,4.0,0.4
1000,1,500,50,u_bf,Frame-Gen,4.0,0.4
1000,1,500,50,u_bf,S-threshold-BF,1.0,0.1
1000,1,500,50,u_bf,S-threshold-Gen,1.0,0.1
1000,1,500,50,u_g,Frame-BF,4.0,0.4
1000,1,500,50,u_g,Frame-Gen,4.0,0.4
1000,1,500,50,u_g,S-threshold-BF,1.0,0.1
1000,1,500,50,u_g,S-threshold-Gen,1.0,0.1
1000,1,500,50,u_i,Coutino,0.8333333333333333,0.08333333333333333
1000,1,500,50,u_i,Frame-BF,0.8333333333333333,0.08333333333333333
1000,1,500,50,u_i,Frame-Gen,0.8333333333333333,0.08333333333333333
1000,1,500,50,u_i,Frame-Int,0.8333333333333333,0.08333333333333333
1000,1,500,50,u_i,H1,0.8333333333333333,0.08333333333333333
1000,1,500,50,u_i,H2,0.8333333333333333,0.08333333333333333
1000,1,500,50,u_i,MISO-EE,0.8333333333333333,0.08333333333333333
1000,1,500,50,u_i,N-H3-Fast,0.8333333333333333,0.08333333333333333
1000,1,500,50,u_i,Pareto-H2,0.8333333333333333,0.08333333333333333
1000,1,500,50,u_i,S-threshold-BF,0.8333333333333333,0.08333333333333333
1000,1,500,50,u_i,S-threshold-Gen,0.8333333333333333,0.08333333333333333
1000,1,500,50,u_i,S-threshold-Int,0.8333333333333333,0.08333333333333333
1000,1,750,25,u_bf,Frame-BF,4.5,0.45
1000,1,750,25,u_bf,Frame-Gen,4.5,0.45
1000,1,750,25,u_bf,S-threshold-BF,0.5,0.05
1000,1,750,25,u_bf,S-threshold-Gen,0.5,0.05
1000,1,750,25,u_g,Frame-BF,4.5,0.45
1000,1,750,25,u_g,Frame-Gen,4.5,0.45
1000,1,750,25,u_g,S-threshold-BF,0.5,0.05
1000,1,750,25,u_g,S-threshold-Gen,0.5,0.05
1000,1,750,25,u_i,Coutino,0.8333333333333333,0.08333333333333333
1000,1,750,25,u_i,Frame-BF,0.8333333333333333,0.08333333333333333
1000,1,750,25,u_i,Frame-Gen,0.8333333333333333,0.08333333333333333
1000,1,750,25,u_i,Frame-Int,0.8333333333333333,0.08333333333333333
1000,1,750,25,u_i,H1,0.8333333333333333,0.08333333333333333
1000,1,750,25,u_i,H2,0.8333333333333333,0.08333333333333333
1000,1,750,25,u_i,MISO-EE,0.8333333333333333,0.08333333333333333
1000,1,750,25,u_i,N-H3-Fast,0.8333333333333333,0.08333333333333333
1000,1,750,25,u_i,Pareto-H2,0.8333333333333333,0.08333333333333333
1000,1,750,25,u_i,S-threshold-BF,0.8333333333333333,0.08333333333333333
1000,1,750,25,u_i,S-threshold-Gen,0.8333333333333333,0.08333333333333333
1000,1,750,25,u_i,S-threshold-Int,0.8333333333333333,0.08333333333333333
1000,2,500,50,u_bf,Frame-BF,5.583333333333333,0.5583333333333333
1000,2,500,50,u_bf,Frame-Gen,1.25,0.125
1000,2,500,50,u_bf,S-threshold-BF,1.5833333333333333,0.15833333333333333
1000,2,500,50,u_bf,S-threshold-Gen,1.5833333333333333,0.15833333333333333
1000,2,500,50,u_g,Frame-BF,3.25,0.325
1000,2,500,50,u_g,Frame-Gen,4.25,0.425
1000,2,500,50,u_g,S-threshold-BF,1.25,0.125
1000,2,500,50,u_g,S-threshold-Gen,1.25,0.125
1000,2,500,50,u_i,Frame-Int,10.0,1.0
1000,2,750,25,u_bf,Frame-BF,6.25,0.625
1000,2,750,25,u_bf,Frame-Gen,1.25,0.125
1000,2,750,25,u_bf,S-threshold-BF,1.25,0.125
1000,2,750,25,u_bf,S-threshold-Gen,1.25,0.125
1000,2,750,25,u_g,Frame-BF,4.25,0.425
1000,2,750,25,u_g,Frame-Gen,3.25,0.325
1000,2,750,25,u_g,S-threshold-BF,1.25,0.125
1000,2,750,25,u_g,S-threshold-Gen,1.25,0.125
1000,2,750,25,u_i,Frame-Int,9.0,0.9
1000,2,750,25,u_i,N-H3-Fast,1.0,0.1
1000,3,500,50,u_bf,Frame-BF,3.6666666666666665,0.36666666666666664
1000,3,500,50,u_bf,Frame-Gen,3.0,0.3
1000,3,500,50,u_bf,S-threshold-BF,1.6666666666666665,0.16666666666666666
1000,3,500,50,u_bf,S-threshold-Gen,1.6666666666666665,0.16666666666666666
1000,3,500,50,u_g,Frame-BF,2.0,0.2
1000,3,500,50,u_g,Frame-Gen,6.0,0.6
1000,3,500,50,u_g,S-threshold-BF,1.0,0.1
1000,3,500,50,u_g,S-threshold-Gen,1.0,0.1
1000,3,500,50,u_i,Frame-Int,10.0,1.0
1000,3,750,25,u_bf,Frame-BF,6.75,0.675
1000,3,750,25,u_bf,Frame-Gen,1.75,0.175
1000,3,750,25,u_bf,S-threshold-BF,0.75,0.075
1000,3,750,25,u_bf,S-threshold-Gen,0.75,0.075
1000,3,750,25,u_g,Frame-BF,2.25,0.225
1000,3,750,25,u_g,Frame-Gen,5.583333333333333,0.5583333333333333
1000,3,750,25,u_g,S-threshold-BF,1.0833333333333333,0.10833333333333332
1000,3,750,25,u_g,S-threshold-Gen,1.0833333333333333,0.10833333333333332
1000,3,750,25,u_i,Frame-Int,10.0,1.0
1000,4,500,50,u_bf,Frame-BF,0.9166666666666666,0.09166666666666666
1000,4,500,50,u_bf,Frame-Gen,7.25,0.725
1000,4,500,50,u_bf,S-threshold-BF,0.9166666666666666,0.09166666666666666
1000,4,500,50,u_bf,S-threshold-Gen,0.9166666666666666,0.09166666666666666
1000,4,500,50,u_g,Frame-BF,0.25,0.025
1000,4,500,50,u_g,Frame-Gen,9.25,0.925
1000,4,500,50,u_g,S-threshold-BF,0.25,0.025
1000,4,500,50,u_g,S-threshold-Gen,0.25,0.025
1000,4,500,50,u_i,Frame-Int,10.0,1.0
1000,4,750,25,u_bf,Frame-BF,3.75,0.375
1000,4,750,25,u_bf,Frame-Gen,4.75,0.475
1000,4,750,25,u_bf,S-threshold-BF,0.75,0.075
1000,4,750,25,u_bf,S-threshold-Gen,0.75,0.075
1000,4,750,25,u_g,Frame-BF,2.75,0.275
1000,4,750,25,u_g,Frame-Gen,5.75,0.575
1000,4,750,25,u_g,S-threshold-BF,0.75,0.075
1000,4,750,25,u_g,S-threshold-Gen,0.75,0.075
1000,4,750,25,u_i,Frame-Int,10.0,1.0
1000,5,500,50,u_bf,Frame-BF,3.5833333333333335,0.35833333333333334
1000,5,500,50,u_bf,Frame-Gen,5.25,0.525
1000,5,500,50,u_bf,S-threshold-BF,0.5833333333333333,0.05833333333333333
1000,5,500,50,u_bf,S-threshold-Gen,0.5833333333333333,0.05833333333333333
1000,5,500,50,u_g,Frame-BF,0.25,0.025
1000,5,500,50,u_g,Frame-Gen,9.25,0.925
1000,5,500,50,u_g,S-threshold-BF,0.25,0.025
1000,5,500,50,u_g,S-threshold-Gen,0.25,0.025
1000,5,500,50,u_i,Frame-Int,8.0,0.8
1000,5,500,50,u_i,N-H3-Fast,2.0,0.2
1000,5,750,25,u_bf,Frame-BF,0.5,0.05
1000,5,750,25,u_bf,Frame-Gen,8.5,0.85
1000,5,750,25,u_bf,S-threshold-BF,0.5,0.05
1000,5,750,25,u_bf,S-threshold-Gen,0.5,0.05
1000,5,750,25,u_g,Frame-BF,0.5,0.05
1000,5,750,25,u_g,Frame-Gen,8.5,0.85
1000,5,750,25,u_g,S-threshold-BF,0.5,0.05
1000,5,750,25,u_g,S-threshold-Gen,0.5,0.05
1000,5,750,25,u_i,Frame-Int,10.0,1.0
1000,6,500,50,u_bf,Frame-BF,2.25,0.225
1000,6,500,50,u_bf,Frame-Gen,5.25,0.525
1000,6,500,50,u_bf,S-threshold-BF,1.25,0.125
1000,6,500,50,u_bf,S-threshold-Gen,1.25,0.125
1000,6,500,50,u_g,Frame-BF,0.25,0.025
1000,6,500,50,u_g,Frame-Gen,9.25,0.925
1000,6,500,50,u_g,S-threshold-BF,0.25,0.025
1000,6,500,50,u_g,S-threshold-Gen,0.25,0.025
1000,6,500,50,u_i,Frame-Int,7.0,0.7
1000,6,500,50,u_i,N-H3-Fast,3.0,0.3
1000,6,750,25,u_bf,Frame-BF,2.333333333333333,0.2333333333333333
1000,6,750,25,u_bf,Frame-Gen,5.0,0.5
1000,6,750,25,u_bf,S-threshold-BF,1.3333333333333333,0.13333333333333333
1000,6,750,25,u_bf,S-threshold-Gen,1.3333333333333333,0.13333333333333333
1000,6,750,25,u_g,Frame-BF,1.0,0.1
1000,6,750,25,u_g,Frame-Gen,7.0,0.7
1000,6,750,25,u_g,S-threshold-BF,1.0,0.1
1000,6,750,25,u_g,S-threshold-Gen,1.0,0.1
1000,6,750,25,u_i,Frame-Int,8.0,0.8
1000,6,750,25,u_i,N-H3-Fast,2.0,0.2
1000,7,500,50,u_bf,Frame-BF,2.333333333333333,0.2333333333333333
1000,7,500,50,u_bf,Frame-Gen,5.0,0.5
1000,7,500,50,u_bf,S-threshold-BF,1.3333333333333333,0.13333333333333333
1000,7,500,50,u_bf,S-threshold-Gen,1.3333333333333333,0.13333333333333333
1000,7,500,50,u_g,Frame-Gen,10.0,1.0
1000,7,500,50,u_i,Frame-Int,7.0,0.7
1000,7,500,50,u_i,N-H3-Fast,3.0,0.3
1000,7,750,25,u_bf,Frame-BF,2.5,0.25
1000,7,750,25,u_bf,Frame-Gen,4.5,0.45
1000,7,750,25,u_bf,S-threshold-BF,1.5,0.15
1000,7,750,25,u_bf,S-threshold-Gen,1.5,0.15
1000,7,750,25,u_g,Frame-BF,0.5,0.05
1000,7,750,25,u_g,Frame-Gen,8.5,0.85
1000,7,750,25,u_g,S-threshold-BF,0.5,0.05
1000,7,750,25,u_g,S-threshold-Gen,0.5,0.05
1000,7,750,25,u_i,Frame-Int,7.0,0.7
1000,7,750,25,u_i,N-H3-Fast,3.0,0.3
1000,8,500,50,u_bf,Frame-BF,2.333333333333333,0.2333333333333333
1000,8,500,50,u_bf,Frame-Gen,3.0,0.3
1000,8,500,50,u_bf,S-threshold-BF,2.333333333333333,0.2333333333333333
1000,8,500,50,u_bf,S-threshold-Gen,2.333333333333333,0.2333333333333333
1000,8,500,50,u_g,Frame-Gen,10.0,1.0
1000,8,500,50,u_i,Frame-Int,5.0,0.5
1000,8,500,50,u_i,N-H3-Fast,5.0,0.5
1000,8,750,25,u_bf,Frame-BF,1.75,0.175
1000,8,750,25,u_bf,Frame-Gen,4.75,0.475
1000,8,750,25,u_bf,S-threshold-BF,1.75,0.175
1000,8,750,25,u_bf,S-threshold-Gen,1.75,0.175
1000,8,750,25,u_g,Frame-BF,0.75,0.075
1000,8,750,25,u_g,Frame-Gen,7.75,0.775
1000,8,750,25,u_g,S-threshold-BF,0.75,0.075
1000,8,750,25,u_g,S-threshold-Gen,0.75,0.075
1000,8,750,25,u_i,Frame-Int,8.0,0.8
1000,8,750,25,u_i,N-H3-Fast,1.0,0.1
1000,8,750,25,u_i,Pareto-H2,1.0,0.1
1000,9,500,50,u_bf,Frame-BF,3.083333333333333,0.3083333333333333
1000,9,500,50,u_bf,Frame-Gen,3.25,0.325
1000,9,500,50,u_bf,S-threshold-BF,2.083333333333333,0.20833333333333331
1000,9,500,50,u_bf,S-threshold-Gen,1.5833333333333333,0.15833333333333333
1000,9,500,50,u_g,Frame-Gen,10.0,1.0
1000,9,500,50,u_i,Frame-Int,4.0,0.4
1000,9,500,50,u_i,N-H3-Fast,6.0,0.6
1000,9,750,25,u_bf,Frame-BF,2.5,0.25
1000,9,750,25,u_bf,Frame-Gen,3.0,0.3
1000,9,750,25,u_bf,S-threshold-BF,2.5,0.25
1000,9,750,25,u_bf,S-threshold-Gen,2.0,0.2
1000,9,750,25,u_g,Frame-Gen,10.0,1.0
1000,9,750,25,u_i,Frame-Int,10.0,1.0
1000,10,500,50,u_bf,Frame-BF,3.333333333333333,0.3333333333333333
1000,10,500,50,u_bf,Frame-Gen,2.0,0.2
1000,10,500,50,u_bf,S-threshold-BF,2.333333333333333,0.2333333333333333
1000,10,500,50,u_bf,S-threshold-Gen,2.333333333333333,0.2333333333333333
1000,10,500,50,u_g,Frame-Gen,10.0,1.0
1000,10,500,50,u_i,Frame-Int,8.0,0.8
1000,10,500,50,u_i,N-H3-Fast,2.0,0.2
1000,10,750,25,u_bf,Frame-BF,3.6666666666666665,0.36666666666666664
1000,10,750,25,u_bf,Frame-Gen,3.0,0.3
1000,10,750,25,u_bf,S-threshold-BF,1.6666666666666665,0.16666666666666666
1000,10,750,25,u_bf,S-threshold-Gen,1.6666666666666665,0.16666666666666666
1000,10,750,25,u_g,Frame-Gen,10.0,1.0
1000,10,750,25,u_i,Frame-Int,9.25,0.925
1000,10,750,25,u_i,H2,0.25,0.025
1000,10,750,25,u_i,Pareto-H2,0.25,0.025
1000,10,750,25,u_i,S-threshold-Int,0.25,0.025
