data_profile,N,L,K,off_pct,active_pct,formula,formula_family,cases,T_min,T_p50,T_max,outside_dense_rate,u_g_mean,fraction_exact_mean,fraction_exact_p05,fraction_exact_p50,fraction_exact_p95,gap_to_exact_pct_mean,exact_rate
gaussian,8,2,2,75.0,25.0,T_0p025N,N,100,0,0.0,0,0.0,3.5377652601634475,0.9772817517360667,0.8698089982999487,1.0,1.0,2.271824826393321,0.65
gaussian,8,2,2,75.0,25.0,T_0p05K,K,100,0,0.0,0,0.0,3.5377652601634475,0.9772817517360667,0.8698089982999487,1.0,1.0,2.271824826393321,0.65
gaussian,8,2,2,75.0,25.0,T_0p05N,N,100,0,0.0,0,0.0,3.5377652601634475,0.9772817517360667,0.8698089982999487,1.0,1.0,2.271824826393321,0.65
gaussian,8,2,2,75.0,25.0,T_0p05NL_over_Lp2,N_L,100,0,0.0,0,0.0,3.5377652601634475,0.9772817517360667,0.8698089982999487,1.0,1.0,2.271824826393321,0.65
gaussian,8,2,2,75.0,25.0,T_0p075N,N,100,1,1.0,1,0.0,3.01276983268032,0.8319652898581867,0.6683160275210838,0.8366935427977176,1.0,16.80347101418132,0.11
gaussian,8,2,2,75.0,25.0,T_0p075NL_over_Lp2,N_L,100,0,0.0,0,0.0,3.5377652601634475,0.9772817517360667,0.8698089982999487,1.0,1.0,2.271824826393321,0.65
gaussian,8,2,2,75.0,25.0,T_0p10K,K,100,0,0.0,0,0.0,3.5377652601634475,0.9772817517360667,0.8698089982999487,1.0,1.0,2.271824826393321,0.65
gaussian,8,2,2,75.0,25.0,T_0p10N,N,100,1,1.0,1,0.0,3.01276983268032,0.8319652898581867,0.6683160275210838,0.8366935427977176,1.0,16.80347101418132,0.11
gaussian,8,2,2,75.0,25.0,T_0p10NL_over_Lp2,N_L,100,0,0.0,0,0.0,3.5377652601634475,0.9772817517360667,0.8698089982999487,1.0,1.0,2.271824826393321,0.65
gaussian,8,2,2,75.0,25.0,T_0p125NL_over_Lp2,N_L,100,0,0.0,0,0.0,3.5377652601634475,0.9772817517360667,0.8698089982999487,1.0,1.0,2.271824826393321,0.65
gaussian,8,2,2,75.0,25.0,T_0p15K,K,100,0,0.0,0,0.0,3.5377652601634475,0.9772817517360667,0.8698089982999487,1.0,1.0,2.271824826393321,0.65
gaussian,8,2,2,75.0,25.0,T_0p15NL_over_Lp2,N_L,100,1,1.0,1,0.0,3.01276983268032,0.8319652898581867,0.6683160275210838,0.8366935427977176,1.0,16.80347101418132,0.11
gaussian,8,2,2,75.0,25.0,T_0p20K,K,100,0,0.0,0,0.0,3.5377652601634475,0.9772817517360667,0.8698089982999487,1.0,1.0,2.271824826393321,0.65
gaussian,8,2,2,75.0,25.0,best_tested_T,best_tested,100,0,0.0,2,0.0,3.5730799780947238,0.9867693871077605,0.9154862212581559,1.0,1.0,1.3230612892239408,0.77
gaussian,8,2,2,75.0,25.0,legacy_T100,legacy,100,2,2.0,2,0.0,2.6910710795592907,0.743196793390943,0.5487317219115487,0.7534388120798257,0.9173264220013087,25.680320660905696,0.01
gaussian,8,2,2,75.0,25.0,legacy_T25,legacy,100,2,2.0,2,0.0,2.6910710795592907,0.743196793390943,0.5487317219115487,0.7534388120798257,0.9173264220013087,25.680320660905696,0.01
gaussian,8,2,2,75.0,25.0,legacy_T50,legacy,100,2,2.0,2,0.0,2.6910710795592907,0.743196793390943,0.5487317219115487,0.7534388120798257,0.9173264220013087,25.680320660905696,0.01
gaussian,8,2,2,75.0,25.0,strong_weak,heuristic,100,3,3.0,3,1.0,2.278400621615919,0.6297307711405074,0.4592100695411368,0.6265202888291495,0.8010620813768622,37.02692288594927,0.0
gaussian,8,2,4,50.0,50.0,T_0p025N,N,100,0,0.0,0,0.0,9.807390436306354,0.9968791344575573,0.9810791727720185,1.0,1.0000000000000004,0.3120865542442748,0.88
gaussian,8,2,4,50.0,50.0,T_0p05K,K,100,0,0.0,0,0.0,9.807390436306354,0.9968791344575573,0.9810791727720185,1.0,1.0000000000000004,0.3120865542442748,0.88
gaussian,8,2,4,50.0,50.0,T_0p05N,N,100,0,0.0,0,0.0,9.807390436306354,0.9968791344575573,0.9810791727720185,1.0,1.0000000000000004,0.3120865542442748,0.88
gaussian,8,2,4,50.0,50.0,T_0p05NL_over_Lp2,N_L,100,0,0.0,0,0.0,9.807390436306354,0.9968791344575573,0.9810791727720185,1.0,1.0000000000000004,0.3120865542442748,0.88
gaussian,8,2,4,50.0,50.0,T_0p075N,N,100,1,1.0,1,0.0,7.313881722431238,0.7556477301943723,0.5971347025263595,0.7484821128424792,0.9563256855098339,24.435226980562774,0.02
gaussian,8,2,4,50.0,50.0,T_0p075NL_over_Lp2,N_L,100,0,0.0,0,0.0,9.807390436306354,0.9968791344575573,0.9810791727720185,1.0,1.0000000000000004,0.3120865542442748,0.88
gaussian,8,2,4,50.0,50.0,T_0p10K,K,100,0,0.0,0,0.0,9.807390436306354,0.9968791344575573,0.9810791727720185,1.0,1.0000000000000004,0.3120865542442748,0.88
gaussian,8,2,4,50.0,50.0,T_0p10N,N,100,1,1.0,1,0.0,7.313881722431238,0.7556477301943723,0.5971347025263595,0.7484821128424792,0.9563256855098339,24.435226980562774,0.02
gaussian,8,2,4,50.0,50.0,T_0p10NL_over_Lp2,N_L,100,0,0.0,0,0.0,9.807390436306354,0.9968791344575573,0.9810791727720185,1.0,1.0000000000000004,0.3120865542442748,0.88
gaussian,8,2,4,50.0,50.0,T_0p125NL_over_Lp2,N_L,100,0,0.0,0,0.0,9.807390436306354,0.9968791344575573,0.9810791727720185,1.0,1.0000000000000004,0.3120865542442748,0.88
gaussian,8,2,4,50.0,50.0,T_0p15K,K,100,1,1.0,1,0.0,7.313881722431238,0.7556477301943723,0.5971347025263595,0.7484821128424792,0.9563256855098339,24.435226980562774,0.02
gaussian,8,2,4,50.0,50.0,T_0p15NL_over_Lp2,N_L,100,1,1.0,1,0.0,7.313881722431238,0.7556477301943723,0.5971347025263595,0.7484821128424792,0.9563256855098339,24.435226980562774,0.02
gaussian,8,2,4,50.0,50.0,T_0p20K,K,100,1,1.0,1,0.0,7.313881722431238,0.7556477301943723,0.5971347025263595,0.7484821128424792,0.9563256855098339,24.435226980562774,0.02
gaussian,8,2,4,50.0,50.0,best_tested_T,best_tested,100,0,0.0,1,0.0,9.814853048610857,0.9980228418559477,0.9841627049943068,1.0,1.0000000000000004,0.19771581440523212,0.9
gaussian,8,2,4,50.0,50.0,legacy_T100,legacy,100,4,4.0,4,0.0,3.132184113301818,0.3445659851001645,0.2044285967802385,0.32936957608690964,0.5550072768413888,65.54340148998355,0.0
gaussian,8,2,4,50.0,50.0,legacy_T25,legacy,100,4,4.0,4,0.0,3.132184113301818,0.3445659851001645,0.2044285967802385,0.32936957608690964,0.5550072768413888,65.54340148998355,0.0
gaussian,8,2,4,50.0,50.0,legacy_T50,legacy,100,4,4.0,4,0.0,3.132184113301818,0.3445659851001645,0.2044285967802385,0.32936957608690964,0.5550072768413888,65.54340148998355,0.0
gaussian,8,2,4,50.0,50.0,strong_weak,heuristic,100,2,2.0,2,0.0,5.709149858769458,0.5994280560835624,0.3968933006970665,0.5739967752080068,0.8299932485593529,40.057194391643755,0.0
gaussian,12,2,3,75.0,25.0,T_0p025N,N,100,0,0.0,0,0.0,6.275641215617509,0.9933071835745482,0.9404660260840075,1.0,1.0000000000000002,0.6692816425451851,0.85
gaussian,12,2,3,75.0,25.0,T_0p05K,K,100,0,0.0,0,0.0,6.275641215617509,0.9933071835745482,0.9404660260840075,1.0,1.0000000000000002,0.6692816425451851,0.85
gaussian,12,2,3,75.0,25.0,T_0p05N,N,100,1,1.0,1,0.0,5.363797728832208,0.8531846434836862,0.7042729131188434,0.8640435951158567,0.9906316731530469,14.681535651631377,0.05
gaussian,12,2,3,75.0,25.0,T_0p05NL_over_Lp2,N_L,100,0,0.0,0,0.0,6.275641215617509,0.9933071835745482,0.9404660260840075,1.0,1.0000000000000002,0.6692816425451851,0.85
gaussian,12,2,3,75.0,25.0,T_0p075N,N,100,1,1.0,1,0.0,5.363797728832208,0.8531846434836862,0.7042729131188434,0.8640435951158567,0.9906316731530469,14.681535651631377,0.05
gaussian,12,2,3,75.0,25.0,T_0p075NL_over_Lp2,N_L,100,0,0.0,0,0.0,6.275641215617509,0.9933071835745482,0.9404660260840075,1.0,1.0000000000000002,0.6692816425451851,0.85
gaussian,12,2,3,75.0,25.0,T_0p10K,K,100,0,0.0,0,0.0,6.275641215617509,0.9933071835745482,0.9404660260840075,1.0,1.0000000000000002,0.6692816425451851,0.85
gaussian,12,2,3,75.0,25.0,T_0p10N,N,100,1,1.0,1,0.0,5.363797728832208,0.8531846434836862,0.7042729131188434,0.8640435951158567,0.9906316731530469,14.681535651631377,0.05
gaussian,12,2,3,75.0,25.0,T_0p10NL_over_Lp2,N_L,100,1,1.0,1,0.0,5.363797728832208,0.8531846434836862,0.7042729131188434,0.8640435951158567,0.9906316731530469,14.681535651631377,0.05
gaussian,12,2,3,75.0,25.0,T_0p125NL_over_Lp2,N_L,100,1,1.0,1,0.0,5.363797728832208,0.8531846434836862,0.7042729131188434,0.8640435951158567,0.9906316731530469,14.681535651631377,0.05
gaussian,12,2,3,75.0,25.0,T_0p15K,K,100,0,0.0,0,0.0,6.275641215617509,0.9933071835745482,0.9404660260840075,1.0,1.0000000000000002,0.6692816425451851,0.85
gaussian,12,2,3,75.0,25.0,T_0p15NL_over_Lp2,N_L,100,1,1.0,1,0.0,5.363797728832208,0.8531846434836862,0.7042729131188434,0.8640435951158567,0.9906316731530469,14.681535651631377,0.05
gaussian,12,2,3,75.0,25.0,T_0p20K,K,100,1,1.0,1,0.0,5.363797728832208,0.8531846434836862,0.7042729131188434,0.8640435951158567,0.9906316731530469,14.681535651631377,0.05
gaussian,12,2,3,75.0,25.0,best_tested_T,best_tested,100,0,0.0,1,0.0,6.2922635035090195,0.9965369695941113,0.9758672015079011,1.0,1.0000000000000002,0.3463030405888706,0.9
gaussian,12,2,3,75.0,25.0,legacy_T100,legacy,100,3,3.0,3,0.0,4.077080095227605,0.6560269237800458,0.4648822314003884,0.663620023568378,0.8428767582238024,34.39730762199542,0.0
gaussian,12,2,3,75.0,25.0,legacy_T25,legacy,100,3,3.0,3,0.0,4.077080095227605,0.6560269237800458,0.4648822314003884,0.663620023568378,0.8428767582238024,34.39730762199542,0.0
gaussian,12,2,3,75.0,25.0,legacy_T50,legacy,100,3,3.0,3,0.0,4.077080095227605,0.6560269237800458,0.4648822314003884,0.663620023568378,0.8428767582238024,34.39730762199542,0.0
gaussian,12,2,3,75.0,25.0,strong_weak,heuristic,100,5,5.0,5,1.0,3.13040717210145,0.5073322966785523,0.3470282668229827,0.5060036963046286,0.7162769296104166,49.26677033214478,0.0
gaussian,12,2,6,50.0,50.0,T_0p025N,N,100,0,0.0,0,0.0,23.124902089415396,0.9527081843658523,0.7614327386628753,0.9999999999999994,1.0000000000000004,4.729181563414776,0.55
gaussian,12,2,6,50.0,50.0,T_0p05K,K,100,0,0.0,0,0.0,23.124902089415396,0.9527081843658523,0.7614327386628753,0.9999999999999994,1.0000000000000004,4.729181563414776,0.55
gaussian,12,2,6,50.0,50.0,T_0p05N,N,100,1,1.0,1,0.0,19.101297825905963,0.8096400043537073,0.5914866265571029,0.8154422716120053,1.0000000000000004,19.035999564629268,0.16
gaussian,12,2,6,50.0,50.0,T_0p05NL_over_Lp2,N_L,100,0,0.0,0,0.0,23.124902089415396,0.9527081843658523,0.7614327386628753,0.9999999999999994,1.0000000000000004,4.729181563414776,0.55
gaussian,12,2,6,50.0,50.0,T_0p075N,N,100,1,1.0,1,0.0,19.101297825905963,0.8096400043537073,0.5914866265571029,0.8154422716120053,1.0000000000000004,19.035999564629268,0.16
gaussian,12,2,6,50.0,50.0,T_0p075NL_over_Lp2,N_L,100,0,0.0,0,0.0,23.124902089415396,0.9527081843658523,0.7614327386628753,0.9999999999999994,1.0000000000000004,4.729181563414776,0.55
gaussian,12,2,6,50.0,50.0,T_0p10K,K,100,1,1.0,1,0.0,19.101297825905963,0.8096400043537073,0.5914866265571029,0.8154422716120053,1.0000000000000004,19.035999564629268,0.16
gaussian,12,2,6,50.0,50.0,T_0p10N,N,100,1,1.0,1,0.0,19.101297825905963,0.8096400043537073,0.5914866265571029,0.8154422716120053,1.0000000000000004,19.035999564629268,0.16
gaussian,12,2,6,50.0,50.0,T_0p10NL_over_Lp2,N_L,100,1,1.0,1,0.0,19.101297825905963,0.8096400043537073,0.5914866265571029,0.8154422716120053,1.0000000000000004,19.035999564629268,0.16
gaussian,12,2,6,50.0,50.0,T_0p125NL_over_Lp2,N_L,100,1,1.0,1,0.0,19.101297825905963,0.8096400043537073,0.5914866265571029,0.8154422716120053,1.0000000000000004,19.035999564629268,0.16
gaussian,12,2,6,50.0,50.0,T_0p15K,K,100,1,1.0,1,0.0,19.101297825905963,0.8096400043537073,0.5914866265571029,0.8154422716120053,1.0000000000000004,19.035999564629268,0.16
gaussian,12,2,6,50.0,50.0,T_0p15NL_over_Lp2,N_L,100,1,1.0,1,0.0,19.101297825905963,0.8096400043537073,0.5914866265571029,0.8154422716120053,1.0000000000000004,19.035999564629268,0.16
gaussian,12,2,6,50.0,50.0,T_0p20K,K,100,1,1.0,1,0.0,19.101297825905963,0.8096400043537073,0.5914866265571029,0.8154422716120053,1.0000000000000004,19.035999564629268,0.16
gaussian,12,2,6,50.0,50.0,best_tested_T,best_tested,100,0,0.0,3,0.0,23.71453839909561,0.9890432010052207,0.9231396597426507,1.0,1.0000000000000009,1.095679899477929,0.76
gaussian,12,2,6,50.0,50.0,legacy_T100,legacy,100,6,6.0,6,0.0,5.307932464779981,0.24668497247311483,0.11299535348116796,0.23651694444009144,0.43373661371545197,75.33150275268851,0.0
gaussian,12,2,6,50.0,50.0,legacy_T25,legacy,100,6,6.0,6,0.0,5.307932464779981,0.24668497247311483,0.11299535348116796,0.23651694444009144,0.43373661371545197,75.33150275268851,0.0
gaussian,12,2,6,50.0,50.0,legacy_T50,legacy,100,6,6.0,6,0.0,5.307932464779981,0.24668497247311483,0.11299535348116796,0.23651694444009144,0.43373661371545197,75.33150275268851,0.0
gaussian,12,2,6,50.0,50.0,strong_weak,heuristic,100,3,3.0,3,0.0,12.111757655658783,0.5345004983504202,0.2930148928215857,0.5087568927405819,0.8383193589093431,46.54995016495797,0.01
gaussian,16,2,4,75.0,25.0,T_0p025N,N,100,0,0.0,0,0.0,11.186978913418159,0.9811964081981647,0.9066750529985022,1.0,1.0000000000000004,1.8803591801835264,0.67
gaussian,16,2,4,75.0,25.0,T_0p05K,K,100,0,0.0,0,0.0,11.186978913418159,0.9811964081981647,0.9066750529985022,1.0,1.0000000000000004,1.8803591801835264,0.67
gaussian,16,2,4,75.0,25.0,T_0p05N,N,100,1,1.0,1,0.0,9.430229152352402,0.8393289989660286,0.674783488846381,0.83749497758192,1.0,16.067100103397134,0.14
gaussian,16,2,4,75.0,25.0,T_0p05NL_over_Lp2,N_L,100,0,0.0,0,0.0,11.186978913418159,0.9811964081981647,0.9066750529985022,1.0,1.0000000000000004,1.8803591801835264,0.67
gaussian,16,2,4,75.0,25.0,T_0p075N,N,100,1,1.0,1,0.0,9.430229152352402,0.8393289989660286,0.674783488846381,0.83749497758192,1.0,16.067100103397134,0.14
gaussian,16,2,4,75.0,25.0,T_0p075NL_over_Lp2,N_L,100,1,1.0,1,0.0,9.430229152352402,0.8393289989660286,0.674783488846381,0.83749497758192,1.0,16.067100103397134,0.14
gaussian,16,2,4,75.0,25.0,T_0p10K,K,100,0,0.0,0,0.0,11.186978913418159,0.9811964081981647,0.9066750529985022,1.0,1.0000000000000004,1.8803591801835264,0.67
gaussian,16,2,4,75.0,25.0,T_0p10N,N,100,2,2.0,2,0.0,8.223372079199242,0.7399772022519653,0.5163703604303426,0.7334820416534471,0.9446958732533347,26.002279774803473,0.01
gaussian,16,2,4,75.0,25.0,T_0p10NL_over_Lp2,N_L,100,1,1.0,1,0.0,9.430229152352402,0.8393289989660286,0.674783488846381,0.83749497758192,1.0,16.067100103397134,0.14
gaussian,16,2,4,75.0,25.0,T_0p125NL_over_Lp2,N_L,100,1,1.0,1,0.0,9.430229152352402,0.8393289989660286,0.674783488846381,0.83749497758192,1.0,16.067100103397134,0.14
gaussian,16,2,4,75.0,25.0,T_0p15K,K,100,1,1.0,1,0.0,9.430229152352402,0.8393289989660286,0.674783488846381,0.83749497758192,1.0,16.067100103397134,0.14
gaussian,16,2,4,75.0,25.0,T_0p15NL_over_Lp2,N_L,100,1,1.0,1,0.0,9.430229152352402,0.8393289989660286,0.674783488846381,0.83749497758192,1.0,16.067100103397134,0.14
gaussian,16,2,4,75.0,25.0,T_0p20K,K,100,1,1.0,1,0.0,9.430229152352402,0.8393289989660286,0.674783488846381,0.83749497758192,1.0,16.067100103397134,0.14
gaussian,16,2,4,75.0,25.0,best_tested_T,best_tested,100,0,0.0,2,0.0,11.298315893909297,0.9936330169100933,0.9535387319649727,1.0,1.0000000000000004,0.6366983089906697,0.82
gaussian,16,2,4,75.0,25.0,legacy_T100,legacy,100,4,4.0,4,0.0,6.457759764563723,0.5885229549380733,0.3387531353687822,0.5854575646012654,0.843172974369959,41.147704506192675,0.0
gaussian,16,2,4,75.0,25.0,legacy_T25,legacy,100,4,4.0,4,0.0,6.457759764563723,0.5885229549380733,0.3387531353687822,0.5854575646012654,0.843172974369959,41.147704506192675,0.0
gaussian,16,2,4,75.0,25.0,legacy_T50,legacy,100,4,4.0,4,0.0,6.457759764563723,0.5885229549380733,0.3387531353687822,0.5854575646012654,0.843172974369959,41.147704506192675,0.0
gaussian,16,2,4,75.0,25.0,strong_weak,heuristic,100,6,6.0,6,1.0,5.175567115793883,0.474968050394701,0.2900890070772562,0.45956762268850027,0.7229742359430096,52.50319496052989,0.0
